r,g,b,lang_code,human_raw,human_norm
255,172,0,en,orange,orange
255,249,0,en,yellow,yellow
255,76,0,en,reddish orange,reddish orange
70,255,0,en,green,green
104,0,255,en,purple,purple
148,0,255,en,purple,purple
255,203,0,en,yellow,yellow
255,18,0,en,red,red
255,0,69,en,red,red
255,88,0,en,orange,orange
255,0,196,en,pink,pink
255,243,0,en,yellow,yellow
255,0,175,en,pink,pink
131,255,0,en,green,green
255,0,43,en,red,red
255,0,205,en,pink,pink
255,150,0,en,orange,orange
242,255,0,en,yellow,yellow
189,0,255,en,purple,purple
254,0,255,en,light purple,light purple
255,221,0,en,yellow,yellow
255,149,0,en,orange,orange
213,0,255,en,purple,purple
255,195,0,en,light orange,light orange
226,255,0,en,yello,yello
255,103,0,en,orange,orange
255,0,93,en,light red,light red
255,0,211,en,pink,pink
255,186,0,en,yellow,yellow
255,0,255,en,pink,pink
255,0,199,en,pinky,pinky
255,0,159,en,pink,pink
255,0,125,en,pink,pink
204,0,255,en,purple,purple
255,0,105,en,red,red
255,0,88,en,red,red
255,0,222,en,pink,pink
255,0,197,en,pink,pink
255,0,129,en,pink,pink
255,0,79,en,red,red
255,249,0,en,yellow,yellow
70,255,0,en,neo,neo
255,0,136,en,pink,pink
255,44,0,en,red,red
255,0,249,en,pink,pink
135,255,0,en,green,green
115,0,255,en,purple,purple
201,255,0,en,yellow,yellow
255,0,112,en,reed,reed
255,0,167,en,pink,pink
207,0,255,en,pruple,pruple
255,181,0,en,orange,orange
255,0,25,en,red,red
255,0,168,en,pink,pink
132,0,255,en,purple,purple
136,255,0,en,neo,neo
255,160,0,en,orange,orange
255,2,0,en,red,red
255,220,0,en,yellow,yellow
255,0,13,en,red,red
166,255,0,en,green,green
201,255,0,en,green,green
255,198,0,en,orange,orange
255,142,0,en,peach,peach
255,52,0,en,red,red
255,0,193,en,magenta,magenta
255,0,112,en,coral,coral
79,0,255,en,royal blue,royal blue
255,0,99,en,nantucket red,nantucket red
211,0,255,en,pink purple,pink purple
255,196,0,en,gold,gold
255,242,0,en,yellow,yellow
255,176,0,en,burnt gold,burnt gold
255,0,171,en,magenta,magenta
252,255,0,en,bright yellow,bright yellow
112,255,0,en,bright green,bright green
219,255,0,en,green yellow,green yellow
255,0,222,en,bright pink,bright pink
188,0,255,en,violet,violet
255,0,165,en,pink,pink
184,255,0,en,kiwi,kiwi
96,255,0,en,green,green
255,0,254,en,pink,pink
255,207,0,en,orange,orange
255,0,61,en,red,red
144,0,255,en,violet,violet
255,120,0,en,orange,orange
255,155,0,en,orange,orange
255,103,0,en,orange,orange
255,0,200,en,pink,pink
255,220,0,en,yellow,yellow
255,0,9,en,red,red
255,137,0,en,burnt orange,burnt orange
255,100,0,en,orange,orange
239,0,255,en,magenta,magenta
255,0,57,en,nantucket red,nantucket red
161,255,0,en,lime green,lime
99,0,255,en,indigo,indigo
208,255,0,en,kiwi,kiwi
255,0,142,en,pink,pink
255,0,29,en,red,red
255,0,93,en,beet red,beet red
255,0,223,en,pink,pink
255,245,0,en,yellow,yellow
255,75,0,en,orange red,orange-red
255,167,0,en,yellow orange,yellow orange
255,146,0,en,orange,orange
201,255,0,en,lime,lime
255,0,143,en,magenta,magenta
255,100,0,en,red orange,red orange
255,0,232,en,magenta,magenta
108,0,255,en,indigo,indigo
255,69,0,en,vermillion,vermillion
175,255,0,en,green lime,green lime
255,0,33,en,red,red
255,0,173,en,red magenta,red magenta
238,0,255,en,blue magenta,blue magenta
99,255,0,en,electric green,electric green
242,255,0,en,yellow,yellow
255,235,0,en,mid yellow,mid yellow
255,0,74,en,strawberry,strawberry
42,0,255,en,blue,blue
255,0,103,en,hot pink,hot pink
255,187,0,en,gold,gold
255,0,185,en,blue magenta,blue magenta
194,0,255,en,purple,purple
247,0,255,en,magenta,magenta
255,254,0,en,yellow,yellow
255,0,134,en,pink,pink
255,0,186,en,magenta,magenta
255,165,0,en,orange,orange
142,255,0,en,green,green
255,0,86,en,pink,pink
255,0,40,en,red,red
255,184,0,en,orange,orange
251,255,0,en,yellow,yellow
255,0,151,en,magenta,magenta
154,0,255,en,dark purple,dark purple
67,255,0,en,green,green
194,0,255,en,purple,purple
255,60,0,en,red,red
255,203,0,en,mustard,mustard
255,0,99,en,pink,pink
255,0,72,en,red,red
193,255,0,en,lime green,lime
255,247,0,en,yellow,yellow
225,0,255,en,purple,purple
72,255,0,en,green,green
255,136,0,en,orange,orange
255,0,55,en,red,red
255,0,178,en,pink,pink
255,84,0,en,orange,orange
255,227,0,en,yellow,yellow
255,0,145,en,pink,pink
186,0,255,en,purple,purple
255,141,0,en,orange,orange
255,99,0,en,yelloworange,yelloworange
255,235,0,en,yellow,yellow
134,255,0,en,lime,lime
255,0,35,en,redorange,redorange
255,0,58,en,red,red
255,0,228,en,magenta,magenta
255,122,0,en,orange,orange
196,255,0,en,yellowgreen,yellow-green
255,167,0,en,redorange,redorange
155,255,0,en,lime green,lime
255,100,0,en,orange,orange
255,72,0,en,dark orange,dark orange
171,0,255,en,purple,purple
255,177,0,en,orange,orange
255,237,0,en,yellow,yellow
255,0,105,en,pink,pink
151,0,255,en,purple,purple
255,0,255,en,pink,pink
191,255,0,en,green,green
255,0,245,en,pink,pink
65,255,0,en,green,green
255,0,138,en,pink,pink
255,73,0,en,orange,orange
117,255,0,en,light green,light green
255,135,0,en,orange,orange
255,244,0,en,yellow,yellow
252,0,255,en,purple,purple
87,0,255,en,dark blue,dark blue
222,255,0,en,green,green
157,255,0,en,green,green
255,240,0,en,yellow,yellow
150,255,0,en,light green,light green
255,0,250,en,pink,pink
255,0,31,en,red,red
96,255,0,en,green,green
149,0,255,en,purple,purple
255,123,0,en,orange,orange
255,0,230,en,dark pink,dark pink
255,153,0,en,orange,orange
255,72,0,en,red,red
232,255,0,en,yellow,yellow
255,0,127,en,bright pink,bright pink
255,0,173,en,fuchsia,fuchsia
255,217,0,en,yellow,yellow
255,212,0,en,yellow,yellow
225,0,255,en,lilac,lilac
255,138,0,en,orange,orange
145,255,0,en,green,green
255,0,104,en,dark pink,dark pink
95,255,0,en,acid green,acid green
255,0,59,en,red,red
255,172,0,en,orange,orange
255,0,135,en,pink,pink
255,0,41,en,red,red
255,95,0,en,orange,orange
255,0,163,en,pink,pink
255,0,98,en,pink,pink
136,255,0,en,lime green,lime
255,0,253,en,pink,pink
98,255,0,en,green,green
204,255,0,en,yellow,yellow
140,0,255,en,dark purple,dark purple
255,119,0,en,orange,orange
144,0,255,en,purple,purple
255,0,213,en,pink,pink
255,25,0,en,red,red
186,0,255,en,purple,purple
255,191,0,en,orange,orange
255,0,185,en,pink,pink
255,0,113,en,pink,pink
255,0,149,en,pink,pink
255,0,76,en,red,red
255,178,0,en,yellow,yellow
255,0,107,en,pink,pink
180,0,255,en,purple,purple
255,77,0,en,oranges,oranges
10,0,255,en,navy blue,navy
255,0,114,en,dark pink,dark pink
191,255,0,en,herbal,herbal
255,0,229,en,lilac,lilac
255,180,0,en,light orange,light orange
255,92,0,en,dark orange,dark orange
255,141,0,en,orange,orange
255,0,45,en,red,red
255,187,0,en,dark yellow,dark yellow
255,0,73,en,light red,light red
255,235,0,en,yellow,yellow
255,0,208,en,bright pink,bright pink
204,0,255,en,bright purple,bright purple
255,0,96,en,dark pink,dark pink
255,0,162,en,pink,pink
255,29,0,en,red,red
129,0,255,en,purple,purple
208,0,255,en,dark lilac,dark lilac
63,0,255,en,dark blue,dark blue
255,0,57,en,red,red
255,246,0,en,yellow,yellow
255,0,27,en,red,red
255,0,184,en,pink,pink
255,232,0,en,yellow,yellow
255,0,237,en,hot pink,hot pink
255,0,210,en,hot pink,hot pink
255,195,0,en,gold,gold
255,0,93,en,pink,pink
242,255,0,en,yellow,yellow
255,0,8,en,red,red
255,164,0,en,gold,gold
134,0,255,en,purple,purple
255,41,0,en,orange,orange
184,0,255,en,purple,purple
255,105,0,en,orange,orange
159,255,0,en,green,green
255,0,70,en,red,red
255,0,168,en,pink,pink
186,255,0,en,yellow green,yellow green
234,0,255,en,purple,purple
255,140,0,en,orange,orange
255,0,122,en,pink,pink
59,255,0,en,green,green
87,0,255,en,purple,purple
255,0,147,en,pink,pink
255,0,238,en,purple pink,purple pink
255,0,197,en,pink purple,pink purple
236,255,0,en,yellow,yellow
79,255,0,en,green,green
255,0,100,en,red pink,red pink
255,0,63,en,red,red
169,255,0,en,yellow green,yellow green
255,208,0,en,gold,gold
255,164,0,en,sunset,sunset
228,255,0,en,yellow,yellow
255,119,0,en,orange,orange
255,0,13,en,red,red
255,0,124,en,pink,pink
255,120,0,en,sienna,sienna
140,0,255,en,purple,purple
255,10,0,en,red,red
255,239,0,en,yellow,yellow
225,0,255,en,pink,pink
169,0,255,en,purple pink,purple pink
255,0,127,en,pink,pink
255,124,0,en,orange,orange
255,0,81,en,pink,pink
136,0,255,en,purple,purple
255,210,0,en,yellow,yellow
255,0,198,en,pink,pink
255,54,0,en,orange,orange
207,255,0,en,green,green
255,0,213,en,pink,pink
137,255,0,en,green,green
255,91,0,en,orange,orange
255,0,35,en,red,red
255,0,49,en,red,red
111,255,0,en,green,green
207,0,255,en,purple,purple
255,0,250,en,pink,pink
255,217,0,en,yellow,yellow
255,0,156,en,pink,pink
232,255,0,en,yellow,yellow
255,172,0,en,orange,orange
255,215,0,en,orange,orange
253,255,0,en,yellow,yellow
255,0,118,en,reddish pink,reddish pink
164,255,0,en,lime green,lime
255,0,248,en,magenta,magenta
186,255,0,en,lime green,lime
255,0,212,en,magenta,magenta
255,0,98,en,red,red
255,0,186,en,hot pink,hot pink
255,134,0,en,orange,orange
136,0,255,en,purple,purple
120,255,0,en,green,green
255,114,0,en,deep orange,deep orange
255,0,77,en,reddish pink,reddish pink
255,63,0,en,red,red
255,188,0,en,orange,orange
255,0,151,en,hot pink,hot pink
255,0,46,en,red,red
255,170,0,en,orange,orange
169,0,255,en,purple,purple
255,0,212,en,pink,pink
255,18,0,en,red orange,red orange
181,0,255,en,purple,purple
158,255,0,en,lime,lime
255,125,0,en,orange,orange
255,0,40,en,red,red
255,0,190,en,magenta,magenta
255,226,0,en,golden yellow,golden yellow
209,255,0,en,yellow green,yellow green
255,0,167,en,pink,pink
255,98,0,en,orange,orange
114,0,255,en,indigo,indigo
91,255,0,en,lime,lime
255,0,93,en,rose,rose
255,0,254,en,fuschia,fuschia
255,169,0,en,orange,orange
255,0,128,en,pink,pink
255,0,74,en,red,red
255,249,0,en,yellow,yellow
255,183,0,en,light orange,light orange
255,0,64,en,red,red
255,181,0,en,yellow,yellow
230,0,255,en,pink,pink
255,200,0,en,yellow,yellow
255,0,217,en,pink,pink
255,146,0,en,orange,orange
255,67,0,en,orange,orange
255,0,81,en,pink,pink
255,0,188,en,pink,pink
169,255,0,en,green,green
255,88,0,en,orange,orange
255,0,113,en,pink,pink
254,255,0,en,yellow,yellow
116,0,255,en,purple,purple
255,235,0,en,yellow,yellow
210,0,255,en,magenta,magenta
255,0,19,en,red,red
191,255,0,en,green,green
51,255,0,en,green,green
255,0,147,en,pink,pink
255,28,0,en,red,red
255,224,0,en,yellow,yellow
255,0,160,en,hot pink,hot pink
255,127,0,en,orange,orange
243,0,255,en,fushia,fushia
255,0,214,en,magenta,magenta
255,185,0,en,yellow orange,yellow orange
178,0,255,en,violet,violet
255,0,48,en,red,red
255,84,0,en,orrange red,orrange red
224,255,0,en,yellow green,yellow green
255,0,61,en,red,red
255,0,105,en,hot pink,hot pink
255,252,0,en,yellow,yellow
96,255,0,en,light green,light green
255,173,0,en,orange yellow,orange yellow
68,0,255,en,cobalt blue,cobalt blue
255,0,182,en,hot pink,hot pink
172,255,0,en,yellow green,yellow green
255,0,118,en,magenta,magenta
133,0,255,en,purple,purple
255,246,0,en,yellow,yellow
255,154,0,en,yellow orange,yellow orange
55,255,0,en,darker yellow green,darker yellow green
255,79,0,en,red orange,red orange
164,0,255,en,purple,purple
147,255,0,en,yellow green,yellow green
255,0,142,en,pink,pink
255,99,0,en,orange,orange
104,0,255,en,purple,purple
254,0,255,en,fuschia,fuschia
255,0,109,en,magenta,magenta
255,133,0,en,orange,orange
255,0,192,en,pink,pink
255,0,38,en,orange red,orange-red
220,0,255,en,pinkish purple,pinkish purple
201,255,0,en,highlighter yellow,highlighter yellow
255,0,157,en,magenta,magenta
255,156,0,en,light orange,light orange
255,0,217,en,purplish pink,purplish pink
255,0,100,en,hot pink,hot pink
114,0,255,en,bluish purple,bluish purple
147,255,0,en,neon green,neon green
187,0,255,en,dark lilac,dark lilac
255,0,139,en,magenta,magenta
255,221,0,en,goldenrod,goldenrod
255,0,49,en,red,red
255,88,0,en,burnt orange,burnt orange
255,141,0,en,burnt orange,burnt orange
255,0,39,en,red,red
255,205,0,en,goldenrod,goldenrod
255,79,0,en,pumpkin,pumpkin
255,250,0,en,yellow,yellow
100,255,0,en,light green,light green
255,0,178,en,purplish pink,purplish pink
242,0,255,en,pinkish purple,pinkish purple
255,0,62,en,red,red
255,116,0,en,orange,orange
196,255,0,en,yellow with hint of green,yellow with hint of green
255,0,181,en,pink,pink
120,255,0,en,yellow green,yellow green
140,0,255,en,purple,purple
255,0,100,en,redish pink,redish pink
255,205,0,en,gold,gold
255,149,0,en,orange,orange
212,0,255,en,purple,purple
255,247,0,en,yellow,yellow
255,37,0,en,red orange,red orange
255,217,0,en,a bit darker yellow,a bit darker yellow
90,0,255,en,violet,violet
255,0,37,en,red,red
255,0,157,en,pink with a tad of blue,pink with a tad of blue
255,152,0,en,light orange,light orange
255,0,119,en,redish pink,redish pink
255,0,242,en,pinkish purple,pinkish purple
176,255,0,en,green yellow,green yellow
255,0,197,en,fuschia,fuschia
43,0,255,en,royal blue,royal blue
255,158,0,en,orange,orange
79,255,0,en,chartreuse,chartreuse
255,70,0,en,burnt orange,burnt orange
255,0,84,en,red,red
255,208,0,en,peach,peach
255,106,0,en,burnt orange,burnt orange
255,234,0,en,yellow,yellow
255,0,131,en,pink,pink
255,128,0,en,orange,orange
255,0,170,en,fuschia,fuschia
228,0,255,en,purple,purple
255,0,227,en,pink,pink
166,0,255,en,purple,purple
180,255,0,en,lime green,lime
127,0,255,en,blue,blue
255,255,0,en,yellow,yellow
228,255,0,en,chartreuse,chartreuse
255,0,32,en,red,red
255,0,63,en,red,red
81,0,255,en,royal blue,royal blue
255,0,153,en,fuchsia,fuchsia
255,189,0,en,gold,gold
255,0,104,en,watermelon,watermelon
255,102,0,en,orange,orange
255,0,198,en,neon pink,neon pink
173,0,255,en,purple,purple
255,161,0,en,pumpkin,pumpkin
141,255,0,en,lime green,lime
255,249,0,en,yellow,yellow
212,255,0,en,lemon lime,lemon lime
68,255,0,en,green,green
125,0,255,en,periwinkle,periwinkle
255,0,42,en,watermelon,watermelon
255,0,113,en,hot pink,hot pink
255,72,0,en,dark orange,dark orange
255,0,56,en,watermelon,watermelon
255,225,0,en,yellow,yellow
255,124,0,en,orange,orange
255,0,217,en,fuchsia,fuchsia
238,0,255,en,neon purple,neon purple
255,143,0,en,orange,orange
255,0,86,en,red,red
255,0,231,en,pink,pink
204,255,0,en,green,green
255,0,15,en,red,red
142,255,0,en,green,green
255,239,0,en,yellow,yellow
255,249,0,en,yellow,yellow
77,255,0,en,yellow green,yellow green
255,0,160,en,bright pink,bright pink
255,0,223,en,fuchsia,fuchsia
255,211,0,en,dark yellow,dark yellow
230,0,255,en,magenta,magenta
255,254,0,en,yellow,yellow
255,0,85,en,salmon,salmon
255,195,0,en,mustard,mustard
255,178,0,en,orange,orange
54,0,255,en,royal blue,royal blue
255,0,40,en,red,red
194,0,255,en,pink,pink
255,138,0,en,orange,orange
255,31,0,en,red,red
255,184,0,en,gold,gold
255,230,0,en,yeallow,yeallow
255,0,37,en,red,red
255,0,98,en,red pink,red pink
255,200,0,en,yellow orange,yellow orange
255,0,6,en,red,red
138,0,255,en,bluer purple,bluer purple
167,0,255,en,purple,purple
255,0,192,en,hot pink,hot pink
58,0,255,en,darker blue,darker blue
255,0,148,en,hot pink,hot pink
255,74,0,en,red orange,red orange
126,255,0,en,line green,line green
255,0,212,en,hotter pink,hotter pink
255,147,0,en,orange,orange
255,169,0,en,yellow orange,yellow orange
255,0,71,en,red pink,red pink
255,114,0,en,less red orange,less red orange
255,0,127,en,hot pink,hot pink
255,230,0,en,mustard,mustard
207,255,0,en,ugly lime green,ugly lime green
237,0,255,en,purple pink,purple pink
255,251,0,en,yellow,yellow
147,255,0,en,dark lime green,dark lime green
255,169,0,en,orange,orange
255,0,13,en,red,red
255,0,68,en,red,red
211,0,255,en,fushia,fushia
255,0,215,en,pink,pink
209,255,0,en,lime green,lime
255,0,192,en,pink,pink
255,95,0,en,red orange,red orange
134,0,255,en,purple,purple
255,125,0,en,orange,orange
255,245,0,en,yellow,yellow
168,255,0,en,spring green,spring green
255,227,0,en,sunflower yellow,sunflower yellow
255,0,142,en,pink,pink
255,71,0,en,red orange,red orange
221,0,255,en,purple,purple
255,0,96,en,reddish pink,reddish pink
255,0,155,en,pink,pink
255,211,0,en,yellow,yellow
109,255,0,en,green,green
255,0,215,en,pank,pank
248,0,255,en,pink,pink
255,118,0,en,orange,orange
194,0,255,en,"""fuck me"" purple",fuck me purple
255,73,0,en,mexican orange,mexican orange
255,0,160,en,pink,pink
255,255,0,en,yellow,yellow
255,178,0,en,orange,orange
255,121,0,en,orange,orange
255,186,0,en,orange,orange
255,0,142,en,pink,pink
228,255,0,en,yellow,yellow
255,0,71,en,pink,pink
120,255,0,en,green,green
255,0,27,en,red,red
165,255,0,en,green,green
79,0,255,en,blue,blue
255,0,182,en,purple,purple
255,0,81,en,pink,pink
255,224,0,en,yellow,yellow
236,255,0,en,yellow,yellow
255,163,0,en,brown,brown
255,0,208,en,pink,pink
255,85,0,en,orange,orange
255,0,159,en,pink,pink
255,0,118,en,pink,pink
255,0,76,en,pink,pink
255,42,0,en,orange,orange
43,255,0,en,green,green
255,0,26,en,red,red
255,211,0,en,yellow,yellow
224,255,0,en,yellow,yellow
137,0,255,en,purple,purple
227,0,255,en,magenta,magenta
255,144,0,en,orange,orange
255,0,91,en,pink,pink
172,255,0,en,green,green
255,240,0,en,yellow,yellow
173,0,255,en,lilac,lilac
255,0,241,en,fushia,fushia
255,0,96,en,magenta,magenta
255,0,74,en,magenta,magenta
132,255,0,en,lime green,lime
255,71,0,en,red orange,red orange
255,135,0,en,orange,orange
255,0,187,en,pink,pink
255,0,14,en,red,red
255,0,133,en,magenta,magenta
255,79,0,en,red,red
244,0,255,en,violet,violet
229,255,0,en,green yellow,green yellow
121,255,0,en,leaf green,leaf green
196,0,255,en,violet purple,violet purple
160,0,255,en,violet dark-purple,violet dark-purple
255,0,218,en,magenta violet,magenta violet
174,255,0,en,light moss-green,light moss-green
255,0,187,en,magenta,magenta
255,246,0,en,yellow,yellow
255,0,131,en,red magneta,red magneta
255,0,15,en,orange reddish-red,orange reddish-red
255,178,0,en,pale orange,pale orange
255,0,58,en,red,red
255,131,0,en,darker orange,darker orange
255,86,0,en,red orange,red orange
255,0,147,en,pink magenta,pink magenta
255,213,0,en,gold yellow,gold yellow
255,210,0,en,darker yellow,darker yellow
255,0,97,en,red magenta-red,red magenta-red
255,141,0,en,light orange,light orange
255,0,50,en,vermillion?,vermillion
255,0,253,en,pinkish purple,pinkish purple
255,33,0,en,orange red,orange-red
255,0,5,en,red,red
255,196,0,en,yellow,yellow
255,0,129,en,pinkish red,pinkish red
